"Category of Data","Table","Column","ct_name","code_iaids","meaning","Data Type eADMS","Length eADMS","short_desc","Question_Def","Code meaning","typeofchange","Change_notes"
"eADMS Data","Findings","findings_code",,"01023241XX","Aircraft - Aircraft systems - Landing gear system - Anti-skid section","char",,,,"The system units and parts that automatically control brake pressure during landing roll to prevent tire skidding. Typical parts are transducer, control box, valve, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023242XX","Aircraft - Aircraft systems - Landing gear system - Brake","char",,,,"The parts of the brake unit mounted at the wheels only. The position on the aircraft should be shown in the \"Part Location\" field. Typical parts are disc, cylinder, lining, seal, rotor, housing, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023243XX","Aircraft - Aircraft systems - Landing gear system - Master cylinder/brake valve","char",,,,"The units that provide a power source for cylinder-power brake actuation. Does not include connecting lines to brake units, which are filed in JASC code 3240. Typical parts are seal, piston, housing, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2521","Wire, static (marked)","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2522","Wire, static","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2523","Wire, transmission (marked)","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"eADMS Data","Findings","findings_code",,"01023244XX","Aircraft - Aircraft systems - Landing gear system - Tire casing","char",,,,"For reports of tire defects and failures. Include the manufacturer size and defect location in text. Identify the location of the tire in the \"Part Location\" field (i.e., nose, right main landing gear, \"NLG\", or \"RT MLG\").",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023245XX","Aircraft - Aircraft systems - Landing gear system - Tube","char",,,,"For reports of defective wheel tire tubes. Include the manufacturer name, tube type and size.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023246XX","Aircraft - Aircraft systems - Landing gear system - Wheel/ski/float","char",,,,"For reports of defective wheels, skis or seaplane floats and associated parts such as bearings, dust seals, bolts. The \"Part Name\" field should not refer to a part of the wheel which is defective such as \"rim\" or \"half\" that does not have separate part nu",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023250XX","Aircraft - Aircraft systems - Landing gear system - Landing gear steering system","char",,,,"The miscellaneous system parts other than the actuator, which provide for aircraft directional control on the ground. Includes main gear steering systems. Does not include wheel-braking systems. Typical parts are, cable, rod end, collar, line, valve, accu",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023251XX","Aircraft - Aircraft systems - Landing gear system - Steering unit","char",,,,"The actuator which turn the wheel(s) by a power source for controlling direction of movement on the ground. Typical parts are cylinder, seal, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023252XX","Aircraft - Aircraft systems - Landing gear system - Shimmy damper","char",,,,"The devices mounted on steerable wheel forks to reduce shimmy. Typical parts are seal, spring, housing, etc.",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"eADMS Data","Findings","findings_code",,"01023260XX","Aircraft - Aircraft systems - Landing gear system - Gear position and warning","char",,,,"The system parts which provide indication and warning of the landing gear position. Includes gear safety switches which prevent inadvertent actuation such as squat or air/ground sensor. Typical parts are relay, switch bracket, lamp, horn, uplock switch, d",,"New - With the implementation of eADMS in 2006, the \"Events_Sequence\" table will replace the \"Occurrences\" table and the \"Findings\" table will replace the \"Seq_of_events\" table."
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2525","Sign","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"2526","Bridge/overpass","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
